row.names,asv.id,q2.id,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species,ASV
ASV1732,ASV1732,d65b1766286901ef210f966413df3432,0.999999577,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,,,ASV1732
ASV1733,ASV1733,d6984aa5dd7c556ed16cd8acb511614e,0.997274229,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__metagenome,ASV1733
ASV1734,ASV1734,d6dbba0047d548ee30766dab34adb3a1,0.758312666,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__uncultured_cyanobacterium,ASV1734
ASV1735,ASV1735,d6e5e445b5fa8e7801a29871822cade9,0.90221472,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,,ASV1735
ASV1736,ASV1736,d700188c9662d4ad69a3d85bc8089684,0.998628577,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Candidatus_Methylopumilus,,ASV1736
ASV1737,ASV1737,d72820c13f41236e8db8b868cbdbdb43,0.999996592,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,,ASV1737
ASV1738,ASV1738,d72ebdd836cecdba7f6a6951bb779a8a,0.978886412,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__hydrothermal_vent,ASV1738
ASV1739,ASV1739,d72ee48844ce73afe69190c7f9621d28,0.999879753,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,,ASV1739
ASV1740,ASV1740,d74b31102da302e0b3885586fdbfa6da,0.999999174,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__Pseudohongiella,,ASV1740
ASV1741,ASV1741,d759fcb40415935078e4e87caa6a0527,0.999970659,d__Bacteria,p__Bacteroidota,c__Kapabacteria,o__Kapabacteriales,f__Kapabacteriales,g__Kapabacteriales,s__metagenome,ASV1741
ASV1742,ASV1742,d763806e390d514c436ab2cb42dd5dae,0.983808314,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA10353_marine_group,f__UBA10353_marine_group,g__UBA10353_marine_group,s__unidentified_marine,ASV1742
ASV1743,ASV1743,d764ca611910065291c51598a82f661d,0.979035459,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,s__uncultured_bacterium,ASV1743
ASV1744,ASV1744,d7744e48a60005f1e0540550be1e5a83,0.998045067,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__CL500-3,s__uncultured_marine,ASV1744
ASV1745,ASV1745,d7bd7cfe9ddde3153c4c96777a10a3b1,0.99979449,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,,ASV1745
ASV1746,ASV1746,d7de01539a28e371e2a79f38a862b36a,0.840045221,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__LiUU-11-161,g__LiUU-11-161,s__uncultured_bacterium,ASV1746
ASV1747,ASV1747,d7e1c952f058cfd49661656917743e7f,0.750817238,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__Pseudohongiella,s__marine_metagenome,ASV1747
ASV1748,ASV1748,d8709b94eeeb1fbb926628af971574fc,0.996698326,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,,ASV1748
ASV1749,ASV1749,d87ff84d7a6ca8cad9c11278306c4c21,0.760577478,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,g__Clade_Ia,,ASV1749
ASV1750,ASV1750,d8a96c497501c07932af7501277edb04,0.948015851,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__uncultured_bacterium,ASV1750
ASV1751,ASV1751,d8b880f78ef41c0250a2865f63bc662c,0.906212947,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__C1-B045,s__uncultured_gamma,ASV1751
ASV1752,ASV1752,d8fc5a9ba10b4b24be86206c02cf342d,0.926758237,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Phycisphaera,s__uncultured_organism,ASV1752
ASV1753,ASV1753,d95bbed381fc0f5cf35328c5e1252561,0.999879147,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,s__unidentified_marine,ASV1753
ASV1754,ASV1754,d974a30cf105465d013213b168054993,0.982864435,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__P3OB-42,s__uncultured_bacterium,ASV1754
ASV1755,ASV1755,d98db2bfca700340515ad260a39aceab,0.993481535,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus,,ASV1755
ASV1756,ASV1756,d9fe966b875f25cfec29fd9f7a32fb93,0.989735164,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__unidentified_marine,ASV1756
ASV1757,ASV1757,da237b34e72054233a73f382186ee157,0.998216102,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Formosa,,ASV1757
ASV1758,ASV1758,da2c5e3cb976292ee7301a06d3cd9bdf,0.999999647,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,,,ASV1758
ASV1759,ASV1759,da33a86ffa94e45637bb26d5e1954c59,0.999997326,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,,ASV1759
ASV1760,ASV1760,da34adf3de040a6d69d70210bb352f5a,0.999907361,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Phormidesmiales,f__Nodosilineaceae,g__Nodosilinea_PCC-7104,,ASV1760
ASV1761,ASV1761,da3af02991d769f1ca421aee744929ad,0.907540937,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Haloferula,s__uncultured_Verrucomicrobiae,ASV1761
ASV1762,ASV1762,da41bfb8d8ff05fff62d4b7fdbe25198,0.773426769,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__Luminiphilus,s__uncultured_gamma,ASV1762
ASV1763,ASV1763,da61ad3c11379d3344590a5195f85c1e,0.982531049,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__Actinobacteria_bacterium,ASV1763
ASV1764,ASV1764,da63333b2822d0aec45f964f17da2ac8,0.985960162,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__marine_metagenome,ASV1764
ASV1765,ASV1765,dab498a42f444852412ed1a178ec2233,0.982690046,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__uncultured,g__uncultured,s__uncultured_Rhodospirillaceae,ASV1765
ASV1766,ASV1766,daf36688019672ed16d3b83e3408450b,0.951845284,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_III,g__Clade_III,s__alpha_proteobacterium,ASV1766
ASV1767,ASV1767,db23815312c47d014b05a38b145ef933,0.779655719,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Dinghuibacter,s__metagenome,ASV1767
ASV1768,ASV1768,db27f208e3e853eb16fb3f3b7cd96d8e,1,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),,ASV1768
ASV1769,ASV1769,db8fbc486f10e482bbcefc2815c4537f,0.999835461,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__bacterium_SH1-10,ASV1769
ASV1770,ASV1770,dbdba4577370c2165d42a44b34210365,0.863300519,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,s__unidentified_marine,ASV1770
ASV1771,ASV1771,dbe1cea6adde6654f21c38ac79ed586d,0.745195197,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,s__uncultured_Flavobacteriales,ASV1771
ASV1772,ASV1772,dc1e2e350631089d2f9342f864d742f2,0.750231425,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,,ASV1772
ASV1773,ASV1773,dc31382f48502b4c8b9d712cb7bdedaa,0.96565983,d__Bacteria,p__Planctomycetota,c__Pla3_lineage,o__Pla3_lineage,f__Pla3_lineage,g__Pla3_lineage,s__uncultured_Planctomycetaceae,ASV1773
ASV1774,ASV1774,dc426038017c4cad56c5e0bf550995ae,0.929162651,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__uncultured_bacterium,ASV1774
ASV1775,ASV1775,dc5b411a1a659b3cd7296c7655e497f5,0.999999958,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,,,ASV1775
ASV1776,ASV1776,dc5e021cf9ee73a5fbd7011e404697fe,0.999556274,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__MWH-UniP1_aquatic_group,g__MWH-UniP1_aquatic_group,s__bacterium_enrichment,ASV1776
ASV1777,ASV1777,dc68283f847d7388edaaeddef4704e9d,0.99996019,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,,,ASV1777
ASV1778,ASV1778,dcb10644f7be556a9123b5a8b9c35152,0.9936808,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__marine_metagenome,ASV1778
ASV1779,ASV1779,dce291cfcfda1f183be9561e3b60379e,0.70313678,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__OM182_clade,g__OM182_clade,s__uncultured_bacterium,ASV1779
ASV1780,ASV1780,dd020bc4fb1a803b8697698a6889af2b,0.999945178,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,,ASV1780
ASV1781,ASV1781,dd2cc569a83e5fe0db3fcababeb9d447,0.81897019,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Puniceicoccaceae,g__MB11C04_marine_group,s__marine_metagenome,ASV1781
ASV1782,ASV1782,dd700834844a453ae2048cb6111a8658,1,d__Bacteria,,,,,,,ASV1782
ASV1783,ASV1783,dd716f2dc0b6b34d8f258aafcad3b002,0.758708303,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Qipengyuania,,ASV1783
ASV1784,ASV1784,dd85334cf9f8d10cd6a406141c56fe93,0.785125349,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__unidentified_archaeon,ASV1784
ASV1785,ASV1785,ddca57060d075fcc2f438f4860549d31,0.999999356,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Parvibaculales,f__PS1_clade,g__PS1_clade,,ASV1785
ASV1786,ASV1786,dde917a35e8dd7acde35020700ec1cf0,0.949397372,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__unidentified_marine,ASV1786
ASV1787,ASV1787,de0163d2116c36dbee961839bde0f7e7,0.988225808,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__SAR116_clade,,ASV1787
ASV1788,ASV1788,de2f8dc07868c17ca3408c64498a705e,0.904597957,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Marinobacterium,s__Marinobacterium_marisflavi,ASV1788
ASV1789,ASV1789,de352ab5da61b6f09862e2573f18f41e,0.992964964,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),s__uncultured_SAR324,ASV1789
ASV1790,ASV1790,de432cdbadb9baad319e9c87ed4108e4,1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,,ASV1790
ASV1791,ASV1791,de89fcb33a5b2773598bbda8ef086c7a,0.999999911,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,,,ASV1791
ASV1792,ASV1792,def7c497e0edb3aaa094889d508c026a,1,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,,,ASV1792
ASV1793,ASV1793,def99805742ba1bc7aff58732065204d,0.999999877,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,,ASV1793
ASV1794,ASV1794,df2a16ef2ad07b8b844ceff889613b8e,0.734640765,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,,ASV1794
ASV1795,ASV1795,df3c9089f4dc24de52bf859dbf40c314,0.96950874,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,s__marine_metagenome,ASV1795
ASV1796,ASV1796,df490a662ecd56d4315549b7d742aae3,0.999987164,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,,ASV1796
ASV1797,ASV1797,df508b85790bc59dcd86bd43dee7b366,0.999529881,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV1797
ASV1798,ASV1798,df5a477561b06c3e74285e39dfe4202f,0.983438575,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Candidatus_Megaira,s__Candidatus_Megaira,ASV1798
ASV1799,ASV1799,df61de225e9fb9dc0b5966555c8d47d4,0.940954468,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__Woesearchaeales,g__Woesearchaeales,s__uncultured_euryarchaeote,ASV1799
ASV1800,ASV1800,df6266d18411801f1d26f443d9016501,0.853807341,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SCGC_AAA164-E04,s__bacterium_SH5-3,ASV1800
ASV1801,ASV1801,df661202b7cb7bb173de2fb6f7e51e05,1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,ASV1801
ASV1802,ASV1802,df6a79a368feb6fa66739bd94ec77260,1,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Roseibacillus,,ASV1802
ASV1803,ASV1803,df86d1ec424922bc07a71e22e801a8f2,0.887206795,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,,ASV1803
ASV1804,ASV1804,dfa4849a040599df70e19a8077a4b52f,0.921035928,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacteriaceae,ASV1804
ASV1805,ASV1805,dfb07def5ce1584c9daf87255a77182d,0.999999983,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,,ASV1805
ASV1806,ASV1806,dfb0dfa50f6225b6a6173463480843d9,0.858838307,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__SAR86_clade,s__unidentified_marine,ASV1806
ASV1807,ASV1807,dfb19803260121cc77e31c7adc71b470,0.935569433,d__Bacteria,p__Marinimicrobia_(SAR406_clade),c__Marinimicrobia_(SAR406_clade),o__Marinimicrobia_(SAR406_clade),f__Marinimicrobia_(SAR406_clade),g__Marinimicrobia_(SAR406_clade),s__uncultured_Fibrobacteres/Acidobacteria,ASV1807
ASV1808,ASV1808,dfd35fbecd7b365cde0b0612aceaf829,0.997266846,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Magnetospiraceae,g__uncultured,s__uncultured_Rhodospirillaceae,ASV1808
ASV1809,ASV1809,dfdc594639f8c90d94578c810e87e69a,0.940761006,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__C1-B045,s__uncultured_gamma,ASV1809
ASV1810,ASV1810,dfed6b3bba4f9c9925f6154df93edce7,0.999993013,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,,ASV1810
ASV1811,ASV1811,dffa807ed96b92dda38de062bedd6b7c,0.998884996,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__marine_metagenome,ASV1811
ASV1812,ASV1812,dffcf0e32fb7d134f5333185002201d0,0.892119488,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__SAR11_clade,f__Clade_I,g__Clade_Ib,,ASV1812
ASV1813,ASV1813,e054d944aa3eaf9184ebeb9afb6ade94,0.781714799,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Balneolales,f__Balneolaceae,g__Balneola,s__uncultured_bacterium,ASV1813
ASV1814,ASV1814,e07ee2afdba0c876962f4d9646fd3cc0,0.744706521,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Puniceispirillales,f__SAR116_clade,g__Candidatus_Puniceispirillum,s__uncultured_bacterium,ASV1814
ASV1815,ASV1815,e0d54bb28e54bef62482cba92024c984,0.961154182,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__Ilumatobacter,s__uncultured_actinobacterium,ASV1815
ASV1816,ASV1816,e0e5796b6b50b4d38b4e740557599279,0.994687567,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured,s__marine_metagenome,ASV1816
ASV1817,ASV1817,e11b8401226267d571e67ae760cd74fd,0.865885764,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__hgcI_clade,s__Candidatus_Planktophila,ASV1817
ASV1818,ASV1818,e1435a41b676e6d2997a0dcef646bfe8,0.759081679,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__OM60(NOR5)_clade,s__uncultured_Glaciecola,ASV1818
ASV1819,ASV1819,e154428bb0b9d01c07e5b5d9d7815ef4,1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,,ASV1819
ASV1820,ASV1820,e16f202a4253cb0e55f96a5eb55956a3,0.999999944,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,ASV1820
ASV1821,ASV1821,e18ab67e803359ebbc86aaf23f8fa8f3,0.748194993,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured,s__uncultured_Sphingobacterium,ASV1821
ASV1822,ASV1822,e198291adf06018550c99f1782165f39,0.999999293,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,,ASV1822
ASV1823,ASV1823,e1bbeb2d50d8a0b02840442847b0bf95,0.999434733,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Microtrichaceae,g__Sva0996_marine_group,s__uncultured_Verrucomicrobiales,ASV1823
ASV1824,ASV1824,e1caf4820a08a74bb30193b9caeeec4c,0.747033085,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,,ASV1824
ASV1825,ASV1825,e1d215bf2aa157ff0b7ff17621d7b1bd,0.981519025,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Candidatus_Megaira,s__Candidatus_Megaira,ASV1825
ASV1826,ASV1826,e1dce5718c615380b18f9020e4680452,0.998884357,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Candidatus_Methylopumilus,,ASV1826
ASV1827,ASV1827,e1e3431299bd23355d5cdaf9a4792e3a,0.826090408,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_bacterium,ASV1827
ASV1828,ASV1828,e1e5e6ce27815ffe7f77c1aaa56cf4a0,0.909155241,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Phycisphaera,s__uncultured_Planctomycetales,ASV1828
ASV1829,ASV1829,e1feddbef91ca33ffba5186a7d3a6138,0.887464526,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriae,f__Acidobacteriae,g__Paludibaculum,,ASV1829
ASV1830,ASV1830,e223c7ac56851cf6c750bfb231277828,0.994106024,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Actibacter,,ASV1830
ASV1831,ASV1831,e2246f5b7ff1014bb12b63213045fffb,0.999527507,d__Bacteria,p__Dadabacteria,c__Dadabacteriia,o__Dadabacteriales,f__Dadabacteriales,g__Dadabacteriales,s__metagenome,ASV1831
ASV1832,ASV1832,e225a3f6d2403320d5140a81cc468760,0.805387991,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__SAR86_clade,g__SAR86_clade,s__unidentified_marine,ASV1832
ASV1833,ASV1833,e248ee48f7e89c2e8670fbfedc95e96f,0.999995475,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,ASV1833
ASV1834,ASV1834,e255cbede7d1e3c54daa1a5813367f9a,0.711585449,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Synechococcus_CC9902,,ASV1834
ASV1835,ASV1835,e258087316c27c1d7a028284ddbb9c27,0.997874758,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_Flavobacterium,ASV1835
ASV1836,ASV1836,e25fabae229e30b31f1bdb076e7e443f,0.99999999,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__DEV007,,ASV1836
ASV1837,ASV1837,e260aaf87033388d5901a2dcc1527eac,0.984785518,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS4_marine_group,s__uncultured_Flavobacteriaceae,ASV1837
ASV1838,ASV1838,e282ae73bc5d8771e2dd9a762f62696b,0.999999919,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,,ASV1838
ASV1839,ASV1839,e2a2eedd3641da4ff91300f98e276b92,0.744172356,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__PeM15,f__PeM15,g__PeM15,s__uncultured_Actinomycetales,ASV1839
ASV1840,ASV1840,e2e4499e61be72f4f16bab0cdce135fb,0.974952718,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Thioglobaceae,g__SUP05_cluster,,ASV1840
ASV1841,ASV1841,e2f8753c2be62f545937963c3e00bc67,0.913303612,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__uncultured_bacterium,ASV1841
ASV1842,ASV1842,e308b50e50acf4c39985e6c035b0bc43,0.999999943,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,,ASV1842
ASV1843,ASV1843,e3113f503f8f7f57d1867ef6a2688b44,0.90711844,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__uncultured,s__unidentified_marine,ASV1843
ASV1844,ASV1844,e316818c31c41f1dff6cc168cbf359e8,0.710156478,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacteriia,ASV1844
ASV1845,ASV1845,e34dbdd51b7461b57db8c8cafb475a90,0.999999999,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,,,ASV1845
ASV1846,ASV1846,e3658ec7794b074bfcdd5c501da1826f,0.871210283,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__NS5_marine_group,s__uncultured_Flavobacterium,ASV1846
ASV1847,ASV1847,e36ddc8f932595116c4dec7c846f6eef,1,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Marine_Group_II,f__Marine_Group_II,g__Marine_Group_II,,ASV1847
ASV1848,ASV1848,e3d0c58203c092ffd08c4512e6f5b816,0.882991206,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aquibacter,s__uncultured_bacterium,ASV1848
ASV1849,ASV1849,e3e3555f0d2cc0d895d8e314163d301c,0.952658154,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polynucleobacter,s__Polynucleobacter_acidiphobus,ASV1849
ASV1850,ASV1850,e3e888c07673ae4bd80627e6651bdc74,0.940904639,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__NS11-12_marine_group,g__NS11-12_marine_group,s__uncultured_marine,ASV1850
ASV1851,ASV1851,e3e978f5d65021ad5e08d40bd80dabe5,0.778713775,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__Sporichthyaceae,s__metagenome,ASV1851
ASV1852,ASV1852,e3f3d8c49382f9674057af3f8166710f,0.999999998,d__Bacteria,p__Spirochaetota,c__Leptospirae,o__Leptospirales,f__Leptospiraceae,g__Turneriella,s__uncultured_marine,ASV1852
